saddr,udp_pkt_size,data
52.201.252.137,26,41636365737320466f7262696464656e0d0a
35.180.83.156,26,41636365737320466f7262696464656e0d0a
47.93.56.201,1408,5a4d00000003000053544154206974656d733a313a6e756d62657220330d0a53544154206974656d733a313a61676520313630343237360d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420300d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a313a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a313a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a313a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a323a6e756d62657220350d0a53544154206974656d733a323a61676520333532320d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420373238310d0a53544154206974656d733a323a657870697265645f756e6665746368656420373238310d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a323a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a333a6e756d6265722035380d0a53544154206974656d733a333a61676520333431360d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642033383438380d0a53544154206974656d733a333a657870697265645f756e666574636865642033313633360d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a333a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a333a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a343a6e756d62657220330d0a53544154206974656d733a343a61676520313437343032350d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d656420
34.220.228.33,26,41636365737320466f7262696464656e0d0a
3.26.93.163,26,41636365737320466f7262696464656e0d0a
15.204.210.158,8,
168.86.144.245,40,0101000c000100007374617473206974656d730d000100080001bc7edc9eea9d
177.154.147.8,40,0101000c000100007374617473206974656d730d000100080001b45cdc9eea9d
18.157.161.214,26,41636365737320466f7262696464656e0d0a
13.37.229.121,26,41636365737320466f7262696464656e0d0a
54.250.118.88,26,41636365737320466f7262696464656e0d0a
50.207.199.80,29,00010000000100007374617473206974656d730d0a
52.43.83.218,26,41636365737320466f7262696464656e0d0a
51.20.249.107,26,41636365737320466f7262696464656e0d0a
208.83.239.237,1157,000100000001000053544154207069642031343535320d0a5354415420757074696d65203232393237393138330d0a535441542074696d6520313734313239313730380d0a535441542076657273696f6e20312e342e31340d0a53544154206c69626576656e7420322e302e32312d737461626c650d0a5354415420706f696e7465725f73697a652036340d0a53544154207275736167655f7573657220323038372e3232303932350d0a53544154207275736167655f73797374656d20373634392e3734363136360d0a5354415420637572725f636f6e6e656374696f6e7320390d0a5354415420746f74616c5f636f6e6e656374696f6e732031383932333634390d0a5354415420636f6e6e656374696f6e5f737472756374757265732032320d0a535441542072657365727665645f6664732032300d0a5354415420636d645f6765742034323035333132390d0a5354415420636d645f7365742032323231393135370d0a5354415420636d645f666c75736820300d0a5354415420636d645f746f75636820300d0a53544154206765745f686974732032343038303638350d0a53544154206765745f6d69737365732031373937323434340d0a535441542064656c6574655f6d697373657320323931330d0a535441542064656c6574655f686974732032313736330d0a5354415420696e63725f6d697373657320300d0a5354415420696e63725f6869747320300d0a5354415420646563725f6d697373657320300d0a5354415420646563725f6869747320300d0a53544154206361735f6d697373657320300d0a53544154206361735f6869747320300d0a53544154206361735f62616476616c20300d0a5354415420746f7563685f6869747320300d0a5354415420746f7563685f6d697373657320300d0a5354415420617574685f636d647320300d0a5354415420617574685f6572726f727320300d0a535441542062797465735f726561642037303633373138393637340d0a535441542062797465735f7772697474656e20323035363230363138353830330d0a53544154206c696d69745f6d617862797465732036373130383836340d0a5354415420616363657074696e675f636f6e6e7320310d0a53544154206c697374656e5f64697361626c65645f6e756d20300d0a53544154207468726561647320340d0a5354415420636f6e6e5f7969656c647320300d0a5354415420686173685f706f7765725f6c6576656c2031360d0a5354415420686173685f6279746573203532343238380d0a5354415420686173685f69735f657870616e64696e6720300d0a5354415420657870697265645f756e6665746368656420363435333238360d0a5354415420657669637465645f756e6665746368656420333134313831330d0a535441542062797465732034393331393131310d0a5354415420637572725f6974656d732031383532350d0a5354415420746f74616c5f6974656d732032323231393135370d0a53544154206576696374696f6e7320333832353035310d0a53544154207265636c61696d656420363635373033350d0a454e440d0a
35.87.7.156,26,41636365737320466f7262696464656e0d0a
69.162.84.114,1214,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137383339300d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420310d0a53544154206974656d733a323a657870697265645f756e6665746368656420310d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a323a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a6167652038333930300d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a53544154206974656d733a33393a657870697265645f756e6665746368656420300d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a33393a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a33393a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a34323a6e756d62657220380d0a53544154206974656d733a34323a6167652033303135350d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d65642038350d0a53544154206974656d733a34323a657870697265645f756e666574636865642038350d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a34323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a34323a6c72757461696c5f7265666c6f636b656420300d0a454e440d0a
94.130.200.92,40,0101000c000100007374617473206974656d730d0001000800019667dc9eea9d
190.113.12.134,40,0101000c000100007374617473206974656d730d000100080001d516dc9eea9d
38.102.101.88,40,0101000c000100007374617473206974656d730d000100080001bacfdc9eea9d
103.130.56.5,1190,000100000001000053544154206974656d733a33313a6e756d62657220310d0a53544154206974656d733a33313a6167652037343033370d0a53544154206974656d733a33313a6576696374656420300d0a53544154206974656d733a33313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33313a657669637465645f74696d6520300d0a53544154206974656d733a33313a6f75746f666d656d6f727920300d0a53544154206974656d733a33313a7461696c7265706169727320300d0a53544154206974656d733a33313a7265636c61696d656420300d0a53544154206974656d733a33313a657870697265645f756e6665746368656420300d0a53544154206974656d733a33313a657669637465645f756e6665746368656420300d0a53544154206974656d733a33373a6e756d62657220310d0a53544154206974656d733a33373a61676520373535320d0a53544154206974656d733a33373a6576696374656420300d0a53544154206974656d733a33373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33373a657669637465645f74696d6520300d0a53544154206974656d733a33373a6f75746f666d656d6f727920300d0a53544154206974656d733a33373a7461696c7265706169727320300d0a53544154206974656d733a33373a7265636c61696d656420300d0a53544154206974656d733a33373a657870697265645f756e6665746368656420300d0a53544154206974656d733a33373a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220320d0a53544154206974656d733a33393a6167652037343033370d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a53544154206974656d733a33393a657870697265645f756e6665746368656420300d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d6265722031330d0a53544154206974656d733a34323a616765203435313930380d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d656420300d0a53544154206974656d733a34323a657870697265645f756e6665746368656420300d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a454e440d0a
18.236.159.13,26,41636365737320466f7262696464656e0d0a
35.149.224.170,29,00010000000100007374617473206974656d730d0a
18.231.249.155,26,41636365737320466f7262696464656e0d0a
157.180.32.124,8,
3.82.100.134,26,41636365737320466f7262696464656e0d0a
13.59.212.176,1408,000100000002000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203739303533360d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420360d0a53544154206974656d733a323a657870697265645f756e6665746368656420360d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a33303a6e756d6265722039330d0a53544154206974656d733a33303a6167652031353935383836330d0a53544154206974656d733a33303a6576696374656420300d0a53544154206974656d733a33303a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33303a657669637465645f74696d6520300d0a53544154206974656d733a33303a6f75746f666d656d6f727920300d0a53544154206974656d733a33303a7461696c7265706169727320300d0a53544154206974656d733a33303a7265636c61696d6564203130303532370d0a53544154206974656d733a33303a657870697265645f756e66657463686564203130303337370d0a53544154206974656d733a33303a657669637465645f756e6665746368656420300d0a53544154206974656d733a33363a6e756d62657220310d0a53544154206974656d733a33363a61676520373537340d0a53544154206974656d733a33363a6576696374656420300d0a53544154206974656d733a33363a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33363a657669637465645f74696d6520300d0a53544154206974656d733a33363a6f75746f666d656d6f727920300d0a53544154206974656d733a33363a7461696c7265706169727320300d0a53544154206974656d733a33363a7265636c61696d656420300d0a53544154206974656d733a33363a657870697265645f756e6665746368656420300d0a53544154206974656d733a33363a657669637465645f756e6665746368656420300d0a53544154206974656d733a33373a6e756d62657220310d0a53544154206974656d733a33373a61676520373537340d0a53544154206974656d733a33373a6576696374656420300d0a53544154206974656d733a33373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33373a657669637465645f74696d6520300d0a53544154206974656d733a33373a6f75746f666d656d6f727920300d0a53544154206974656d733a33373a7461696c7265706169727320300d0a53544154206974656d733a33373a7265636c61696d656420300d0a53544154206974656d733a33373a657870697265645f756e6665746368656420300d0a53544154206974656d733a33373a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a61676520373537340d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a
35.159.234.176,26,41636365737320466f7262696464656e0d0a
60.10.188.62,587,000100000001000053544154206974656d733a313a6e756d6265722031300d0a53544154206974656d733a313a6167652033383038320d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420300d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a6e756d6265722032330d0a53544154206974656d733a323a6167652033373937300d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420300d0a53544154206974656d733a323a657870697265645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a454e440d0a
103.244.23.14,29,00018001000100007374617473206974656d730d0a
88.99.102.24,40,0101000c000100007374617473206974656d730d0001000800018c05dc9eea9d
103.1.236.15,1408,000100000009000053544154206974656d733a313a6e756d6265722031310d0a53544154206974656d733a313a6167652031393732310d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d65642031313030390d0a53544154206974656d733a313a657870697265645f756e666574636865642031313030390d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a6e756d62657220313231320d0a53544154206974656d733a323a6167652032313738390d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d6564203438343139320d0a53544154206974656d733a323a657870697265645f756e66657463686564203438343139320d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a6e756d6265722031360d0a53544154206974656d733a333a61676520323932370d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642036303639330d0a53544154206974656d733a333a657870697265645f756e666574636865642034343936300d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a343a6e756d626572203132350d0a53544154206974656d733a343a616765203138370d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d656420343136333732370d0a53544154206974656d733a343a657870697265645f756e6665746368656420333338393834340d0a53544154206974656d733a343a657669637465645f756e6665746368656420300d0a53544154206974656d733a363a6e756d62657220310d0a53544154206974656d733a363a6167652031313730340d0a53544154206974656d733a363a6576696374656420300d0a53544154206974656d733a363a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a363a657669637465645f74696d6520300d0a53544154206974656d733a363a6f75746f666d656d6f727920300d0a53544154206974656d733a363a7461696c7265706169727320300d0a53544154206974656d733a363a7265636c61696d6564203537310d0a535441542069
54.214.220.229,26,41636365737320466f7262696464656e0d0a
81.181.87.232,8,
13.201.129.251,26,41636365737320466f7262696464656e0d0a
173.208.229.242,1408,000100000006000053544154206974656d733a323a6e756d62657220320d0a53544154206974656d733a323a61676520323239353632350d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d65642032333135350d0a53544154206974656d733a323a657870697265645f756e666574636865642031313938360d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a6e756d6265722033320d0a53544154206974656d733a333a61676520323239353632330d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642034373937310d0a53544154206974656d733a333a657870697265645f756e666574636865642033313134350d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a343a6e756d6265722031340d0a53544154206974656d733a343a61676520323239353632330d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d65642031383837300d0a53544154206974656d733a343a657870697265645f756e6665746368656420373730330d0a53544154206974656d733a343a657669637465645f756e6665746368656420300d0a53544154206974656d733a353a6e756d62657220330d0a53544154206974656d733a353a61676520323239353632330d0a53544154206974656d733a353a6576696374656420300d0a53544154206974656d733a353a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a353a657669637465645f74696d6520300d0a53544154206974656d733a353a6f75746f666d656d6f727920300d0a53544154206974656d733a353a7461696c7265706169727320300d0a53544154206974656d733a353a7265636c61696d6564203230380d0a53544154206974656d733a353a657870697265645f756e66657463686564203138360d0a53544154206974656d733a353a657669637465645f756e6665746368656420300d0a53544154206974656d733a373a6e756d62657220340d0a53544154206974656d733a373a61676520323239353632330d0a53544154206974656d733a373a6576696374656420300d0a53544154206974656d733a373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a373a657669637465645f74696d6520300d0a53544154206974656d733a373a6f75746f666d656d6f727920300d0a53544154206974656d733a373a7461696c7265706169727320300d0a53544154206974656d733a373a7265636c61696d65642033343637320d0a53544154206974
34.58.115.99,40,0101000c000100007374617473206974656d730d0001000800018923dc9eea9d
18.191.23.64,26,41636365737320466f7262696464656e0d0a
50.223.246.238,29,00010000000100007374617473206974656d730d0a
13.212.122.21,26,41636365737320466f7262696464656e0d0a
119.243.98.61,21,0001000000010000454e440d0a
56.124.88.67,26,41636365737320466f7262696464656e0d0a
180.110.153.151,9,07
45.76.131.157,1157,000100000001000053544154207069642031343535320d0a5354415420757074696d65203232393237393432340d0a535441542074696d6520313734313239313934390d0a535441542076657273696f6e20312e342e31340d0a53544154206c69626576656e7420322e302e32312d737461626c650d0a5354415420706f696e7465725f73697a652036340d0a53544154207275736167655f7573657220323038372e3232303932350d0a53544154207275736167655f73797374656d20373634392e3734363136360d0a5354415420637572725f636f6e6e656374696f6e7320390d0a5354415420746f74616c5f636f6e6e656374696f6e732031383932333634390d0a5354415420636f6e6e656374696f6e5f737472756374757265732032320d0a535441542072657365727665645f6664732032300d0a5354415420636d645f6765742034323035333132390d0a5354415420636d645f7365742032323231393135370d0a5354415420636d645f666c75736820300d0a5354415420636d645f746f75636820300d0a53544154206765745f686974732032343038303638350d0a53544154206765745f6d69737365732031373937323434340d0a535441542064656c6574655f6d697373657320323931330d0a535441542064656c6574655f686974732032313736330d0a5354415420696e63725f6d697373657320300d0a5354415420696e63725f6869747320300d0a5354415420646563725f6d697373657320300d0a5354415420646563725f6869747320300d0a53544154206361735f6d697373657320300d0a53544154206361735f6869747320300d0a53544154206361735f62616476616c20300d0a5354415420746f7563685f6869747320300d0a5354415420746f7563685f6d697373657320300d0a5354415420617574685f636d647320300d0a5354415420617574685f6572726f727320300d0a535441542062797465735f726561642037303633373138393637340d0a535441542062797465735f7772697474656e20323035363230363138353830330d0a53544154206c696d69745f6d617862797465732036373130383836340d0a5354415420616363657074696e675f636f6e6e7320310d0a53544154206c697374656e5f64697361626c65645f6e756d20300d0a53544154207468726561647320340d0a5354415420636f6e6e5f7969656c647320300d0a5354415420686173685f706f7765725f6c6576656c2031360d0a5354415420686173685f6279746573203532343238380d0a5354415420686173685f69735f657870616e64696e6720300d0a5354415420657870697265645f756e6665746368656420363435333238360d0a5354415420657669637465645f756e6665746368656420333134313831330d0a535441542062797465732034393331393131310d0a5354415420637572725f6974656d732031383532350d0a5354415420746f74616c5f6974656d732032323231393135370d0a53544154206576696374696f6e7320333832353035310d0a53544154207265636c61696d656420363635373033350d0a454e440d0a
34.240.92.101,26,41636365737320466f7262696464656e0d0a
140.82.23.111,40,0101000c000100007374617473206974656d730d0001000800018cd6dc9eea9d
18.132.246.159,26,41636365737320466f7262696464656e0d0a
194.156.177.116,8,
3.97.16.44,26,41636365737320466f7262696464656e0d0a
35.159.173.14,26,41636365737320466f7262696464656e0d0a
45.12.2.107,596,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137383836320d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420310d0a53544154206974656d733a323a657870697265645f756e6665746368656420310d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d62657220380d0a53544154206974656d733a34323a6167652033303435340d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d656420300d0a53544154206974656d733a34323a657870697265645f756e6665746368656420300d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a454e440d0a
16.171.111.117,26,41636365737320466f7262696464656e0d0a
101.132.185.78,1408,5a4d00000003000053544154206974656d733a313a6e756d62657220330d0a53544154206974656d733a313a61676520313630343237360d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420300d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a313a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a313a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a313a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a323a6e756d62657220350d0a53544154206974656d733a323a61676520333532320d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420373238310d0a53544154206974656d733a323a657870697265645f756e6665746368656420373238310d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a323a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a333a6e756d6265722035380d0a53544154206974656d733a333a61676520333431360d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642033383438380d0a53544154206974656d733a333a657870697265645f756e666574636865642033313633360d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a333a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a333a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a343a6e756d62657220330d0a53544154206974656d733a343a61676520313437343032350d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d656420
56.124.22.243,26,41636365737320466f7262696464656e0d0a
36.150.76.82,29,00010000000100007374617473206974656d730d0a
5.231.29.71,8,
45.32.197.91,40,0101000c000100007374617473206974656d730d0001000800018163dc9eea9d
45.148.71.27,60,00000000bb13b80eabc473cf00000000000000000b10050042bb264b0000003000000014000000010304000b0001000000010000
13.234.31.144,26,41636365737320466f7262696464656e0d0a
95.215.206.148,8,
63.35.172.108,26,41636365737320466f7262696464656e0d0a
44.243.35.252,26,41636365737320466f7262696464656e0d0a
51.84.110.242,26,41636365737320466f7262696464656e0d0a
198.101.229.21,21,0001000000010000454e440d0a
45.137.148.169,8,
15.168.136.211,26,41636365737320466f7262696464656e0d0a
15.168.11.75,26,41636365737320466f7262696464656e0d0a
13.214.145.23,26,41636365737320466f7262696464656e0d0a
54.226.154.141,26,41636365737320466f7262696464656e0d0a
3.26.147.255,26,41636365737320466f7262696464656e0d0a
34.207.153.97,26,41636365737320466f7262696464656e0d0a
43.203.141.198,26,41636365737320466f7262696464656e0d0a
43.203.228.48,26,41636365737320466f7262696464656e0d0a
172.237.36.111,8,
50.175.212.79,29,00010000000100007374617473206974656d730d0a
50.18.234.201,26,41636365737320466f7262696464656e0d0a
35.182.75.140,26,41636365737320466f7262696464656e0d0a
13.208.191.148,26,41636365737320466f7262696464656e0d0a
